freq,Ang_0,Ang_45,Ang_90,Ang_135,Ang_180,Ang_225,Ang_270,Ang_315,Ang_360
5040000000,0.001120487,0.000974287,0.000887536,0.000798037,0.000918299,0.000821695,0.000884576,0.000918686,0.000936032
5050000000,0.001115819,0.000969725,0.000899747,0.000789874,0.000922697,0.000820137,0.000883197,0.000922075,0.000928017
5060000000,0.00111029,0.000964499,0.000912485,0.000781573,0.00092774,0.000819039,0.000882098,0.000925548,0.000919519
5060000000,0.001104091,0.00095879,0.000925631,0.000773294,0.000933354,0.000818398,0.000881363,0.000929062,0.000910732
5070000000,0.001097423,0.000952781,0.000939054,0.000765201,0.000939453,0.000818199,0.000881068,0.000932562,0.000901856
5080000000,0.001090493,0.000946658,0.000952617,0.000757457,0.000945937,0.000818419,0.000881291,0.000935985,0.000893092
5090000000,0.001083509,0.000940605,0.000966178,0.000750226,0.000952697,0.000819021,0.000882102,0.000939253,0.000884646
5100000000,0.001076678,0.0009348,0.000979591,0.000743664,0.000959614,0.000819962,0.000883564,0.000942284,0.000876716
5100000000,0.001070204,0.000929415,0.000992709,0.000737922,0.000966562,0.000821192,0.000885735,0.000944987,0.000869494
5110000000,0.001064278,0.000924609,0.001005389,0.00073314,0.000973412,0.000822652,0.000888665,0.000947269,0.000863162
5120000000,0.001059081,0.000920528,0.001017491,0.000729444,0.000980033,0.000824278,0.000892399,0.000949034,0.000857888
5130000000,0.00105478,0.000917305,0.001028883,0.000726952,0.000986289,0.000826003,0.000896976,0.000950187,0.000853825
5140000000,0.001051529,0.000915059,0.001039438,0.000725765,0.000992048,0.000827755,0.000902432,0.000950634,0.000851111
5140000000,0.001049463,0.000913892,0.001049041,0.000725971,0.000997183,0.000829464,0.000908797,0.000950289,0.00084987
5150000000,0.0010487,0.000913892,0.001057587,0.000727646,0.00100157,0.00083106,0.000916093,0.000949074,0.000850204
5160000000,0.001049336,0.000915131,0.001064985,0.000730849,0.001005097,0.00083248,0.000924342,0.000946922,0.000852199
5170000000,0.00105145,0.000917662,0.00107116,0.000735625,0.001007662,0.000833665,0.000933555,0.000943782,0.000855922
5180000000,0.0010551,0.000921527,0.001076048,0.000742003,0.001009175,0.000834565,0.00094374,0.000939619,0.000861419
5180000000,0.00106032,0.000926745,0.001079608,0.000749996,0.001009568,0.000835144,0.000954893,0.000934419,0.000868717
5190000000,0.00106712,0.000933322,0.001081816,0.000759597,0.001008785,0.000835375,0.000967004,0.000928191,0.000877818
5200000000,0.00107549,0.000941243,0.001082666,0.000770783,0.001006793,0.000835241,0.000980052,0.000920961,0.000888704
5210000000,0.001085394,0.000950478,0.001082172,0.000783511,0.001003577,0.000834742,0.000994002,0.000912781,0.000901334
5220000000,0.001096774,0.00096098,0.001080363,0.000797722,0.000999142,0.000833888,0.001008811,0.00090372,0.000915643
5220000000,0.001109551,0.000972683,0.001077289,0.000813336,0.000993515,0.0008327,0.001024417,0.000893872,0.000931544
5230000000,0.001123624,0.000985508,0.001073009,0.000830256,0.00098674,0.000831212,0.001040748,0.000883344,0.000948928
5240000000,0.001138871,0.000999362,0.001067599,0.000848368,0.000978885,0.000829468,0.00105771,0.000872264,0.000967665
5250000000,0.001155151,0.001014134,0.001061141,0.000867544,0.000970035,0.000827525,0.001075194,0.000860774,0.000987604
5260000000,0.001172305,0.001029705,0.00105373,0.000887637,0.000960294,0.000825449,0.001093069,0.00084903,0.001008575
5260000000,0.001190156,0.001045939,0.001045465,0.00090849,0.000949787,0.000823311,0.001111186,0.000837196,0.001030389
5270000000,0.001208514,0.001062692,0.001036451,0.000929932,0.000938649,0.000821191,0.001129376,0.000825442,0.001052842
5280000000,0.001227175,0.00107981,0.001026793,0.000951783,0.000927034,0.000819174,0.001147452,0.000813941,0.001075716
5290000000,0.001245926,0.00109713,0.001016597,0.000973857,0.000915104,0.000817348,0.001165213,0.000802869,0.001098784
5300000000,0.001264549,0.001114485,0.001005963,0.000995961,0.000903028,0.000815799,0.001182447,0.000792391,0.001121812
5300000000,0.001282822,0.001131706,0.000994989,0.001017906,0.000890982,0.000814612,0.001198934,0.000782665,0.001144566
5310000000,0.001300531,0.001148627,0.000983763,0.001039509,0.000879138,0.000813869,0.001214449,0.00077384,0.001166816
5320000000,0.001317466,0.001165087,0.000972365,0.001060593,0.00086767,0.000813649,0.001228769,0.000766048,0.00118834
5330000000,0.001333426,0.001180933,0.000960865,0.001080994,0.000856746,0.000814029,0.001241674,0.000759413,0.001208925
5340000000,0.001348224,0.001196022,0.000949325,0.001100561,0.00084653,0.00081508,0.00125295,0.00075404,0.001228374
5340000000,0.001361685,0.001210224,0.000937801,0.001119158,0.000837177,0.00081687,0.001262397,0.000750024,0.001246503
5350000000,0.001373656,0.00122342,0.000926342,0.001136665,0.000828833,0.00081946,0.001269833,0.000747443,0.001263149
5360000000,0.001383997,0.001235507,0.000914997,0.001152983,0.000821632,0.000822903,0.001275095,0.000746357,0.001278167
5370000000,0.001392594,0.001246398,0.000903808,0.001168028,0.000815692,0.000827244,0.001278045,0.000746812,0.001291437
5380000000,0.001399356,0.001256025,0.00089282,0.001181741,0.000811116,0.000832518,0.001278573,0.000748835,0.001302861
5380000000,0.001404213,0.001264337,0.000882078,0.00119408,0.000807991,0.000838753,0.001276597,0.000752437,0.001312367
5390000000,0.001407122,0.001271299,0.000871631,0.001205024,0.000806385,0.000845964,0.001272067,0.000757613,0.001319904
5400000000,0.001408058,0.001276894,0.000861533,0.001214568,0.000806349,0.000854157,0.001264965,0.000764341,0.001325446
5410000000,0.001407023,0.001281118,0.000851842,0.001222724,0.000807914,0.000863324,0.001255305,0.00077258,0.001328989
